WigleWifi-1.4,appRelease=2.25,model=ONEPLUS A3003,release=7.1.1,device=OnePlus3T,display=ONEPLUS A3003_28_171012,board=QC_Reference_Phone,brand=OnePlus,,,
40:65:a3:23:a1:04,Diana,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],28/10/2017 20:11,11,-82,32.09084613,34.87454983,54,13.65299988,WIFI
30:b5:c2:fe:c6:d9,TP-LINK_2.4GHz_FEC6D9,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:11,6,-87,32.09084613,34.87454983,54,13.65299988,WIFI
c0:ac:54:f8:09:e4,HOTBOX-3304,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],28/10/2017 20:11,1,-84,32.09084613,34.87454983,54,13.65299988,WIFI
18:a6:f7:8e:1c:5a,Censureded,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:11,11,-84,32.09084613,34.87454983,54,13.65299988,WIFI
c0:d9:62:f4:fa:de,Diana,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],28/10/2017 20:11,11,-85,32.09084613,34.87454983,54,13.65299988,WIFI
88:28:b3:8a:1e:3f,Partner-4G-1E3F,[WPA2-PSK-CCMP][ESS],28/10/2017 20:11,2,-87,32.09084613,34.87454983,54,13.65299988,WIFI
d0:d4:12:5f:e5:b2,Tina,[WPA2-PSK-CCMP][ESS],28/10/2017 20:11,6,-90,32.09084613,34.87454983,54,13.65299988,WIFI
08:6a:0a:22:4d:25,Glenda,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],28/10/2017 20:11,1,-72,32.09084613,34.87454983,54,13.65299988,WIFI
a0:ab:1b:5d:4f:10,mherab,[WPA2-PSK-CCMP][ESS],28/10/2017 20:11,11,-73,32.09084613,34.87454983,54,13.65299988,WIFI
6a:ab:1b:5d:4f:11,Bezeq Free,[WPA2-PSK-CCMP][ESS],28/10/2017 20:11,11,-74,32.09084613,34.87454983,54,13.65299988,WIFI
c4:12:f5:f6:7c:0a,Nirman,[WPA2-PSK-CCMP][ESS],28/10/2017 20:11,11,-77,32.09084613,34.87454983,54,13.65299988,WIFI
14:ae:db:52:9e:45,Dimitry26,[WPA2-PSK-CCMP][ESS],28/10/2017 20:11,1,-78,32.09084613,34.87454983,54,13.65299988,WIFI
e8:d1:1b:73:52:f9,HOTBOX-52F3,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],28/10/2017 20:11,1,-78,32.09084613,34.87454983,54,13.65299988,WIFI
00:78:9e:fb:85:8e,Anatoliy,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],28/10/2017 20:11,1,-76,32.09084613,34.87454983,54,13.65299988,WIFI
6a:12:f5:f6:7c:0b,BezeqFree,[WPA2-PSK-CCMP][ESS],28/10/2017 20:11,11,-79,32.09084613,34.87454983,54,13.65299988,WIFI
00:21:04:e7:70:ca,pninat-hashen,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],28/10/2017 20:11,6,-82,32.09084613,34.87454983,54,13.65299988,WIFI
d8:fb:5e:87:63:08,HOTFiber-12,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],28/10/2017 20:11,1,-82,32.09084613,34.87454983,54,13.65299988,WIFI
d0:0e:d9:27:73:53,Rivka,[WPA2-PSK-CCMP][ESS],28/10/2017 20:11,8,-87,32.09084613,34.87454983,54,13.65299988,WIFI
14:ae:db:48:d8:7d,Dery's,[WPA2-PSK-CCMP][ESS],28/10/2017 20:11,11,-83,32.09084613,34.87454983,54,13.65299988,WIFI
14:ae:db:c4:94:8a,dudi,[WPA2-PSK-CCMP][ESS],28/10/2017 20:11,2,-84,32.09084613,34.87454983,54,13.65299988,WIFI
62:12:f5:fe:f8:d1,BezeqFree,[WPA2-PSK-CCMP][ESS],28/10/2017 20:11,11,-91,32.09084613,34.87454983,54,13.65299988,WIFI
14:ae:db:42:e1:fd,shmuel1,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],28/10/2017 20:11,6,-86,32.09084613,34.87454983,54,13.65299988,WIFI
c0:ac:54:f8:36:b3,HOTBOX-3D8C,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],28/10/2017 20:11,6,-86,32.09084613,34.87454983,54,13.65299988,WIFI
14:ae:db:49:5e:cd,328933171,[WPA2-PSK-CCMP][ESS],28/10/2017 20:11,11,-82,32.09084613,34.87454983,54,13.65299988,WIFI
06:ae:db:49:5e:cd,BezeqFree,[WPA2-PSK-CCMP][ESS],28/10/2017 20:11,11,-86,32.09084613,34.87454983,54,13.65299988,WIFI
40:65:a3:24:ee:97,Moshe,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],28/10/2017 20:11,1,-86,32.09084613,34.87454983,54,13.65299988,WIFI
a4:2b:8c:97:11:cb,Eran,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:11,1,-86,32.09084613,34.87454983,54,13.65299988,WIFI
28:6c:07:c4:2d:ef,Xiaomi_2DEE,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],28/10/2017 20:11,6,-80,32.09085776,34.87439124,54,13.65299988,WIFI
6c:2e:85:fe:b5:7e,Bezeq-a_4B00,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],28/10/2017 20:11,11,-88,32.09085776,34.87439124,54,13.65299988,WIFI
a0:ab:1b:5e:14:22,ToTheNet,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],28/10/2017 20:11,4,-89,32.09085776,34.87439124,54,13.65299988,WIFI
30:b5:c2:b3:79:60,TP-LINK_B37960,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:11,4,-89,32.09085776,34.87439124,54,13.65299988,WIFI
60:e3:27:6c:94:a6,TP-LINK_6C94A6,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:11,11,-79,32.0908967,34.87407499,57,15.17000008,WIFI
14:ae:db:32:bc:da,jony,[WPA2-PSK-CCMP][ESS],28/10/2017 20:11,2,-74,32.0908967,34.87407499,57,15.17000008,WIFI
14:af:db:32:bc:da,BezeqFree,[WPA2-PSK-CCMP][ESS],28/10/2017 20:11,2,-77,32.0908967,34.87407499,57,15.17000008,WIFI
14:ae:db:32:bc:dd,jony_5,[WPA2-PSK-CCMP][ESS],28/10/2017 20:11,48,-86,32.0908967,34.87407499,57,15.17000008,WIFI
d0:d4:12:5e:73:e2,tiram,[WPA2-PSK-CCMP][ESS],28/10/2017 20:11,6,-79,32.0908967,34.87407499,57,15.17000008,WIFI
f8:e9:03:14:70:c2,itzhakm-5,[WPA2-PSK-CCMP][ESS],28/10/2017 20:11,48,-87,32.0908967,34.87407499,57,15.17000008,WIFI
3c:1e:04:04:cf:53,Mariano2.4,[WPA2-PSK-CCMP][ESS],28/10/2017 20:11,9,-81,32.0908967,34.87407499,57,15.17000008,WIFI
14:ae:db:b6:8d:b5,Yair,[WPA2-PSK-CCMP][ESS],28/10/2017 20:11,1,-82,32.0908967,34.87407499,57,15.17000008,WIFI
10:5a:f7:08:7b:35,avi_2.4,[WPA2-PSK-CCMP][ESS],28/10/2017 20:11,1,-83,32.0908967,34.87407499,57,15.17000008,WIFI
06:ae:db:b6:8d:b5,BezeqFree,[WPA2-PSK-CCMP][ESS],28/10/2017 20:11,1,-84,32.0908967,34.87407499,57,15.17000008,WIFI
d8:fb:5e:f5:8e:53,Luli ,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],28/10/2017 20:11,13,-87,32.0908967,34.87407499,57,15.17000008,WIFI
c4:12:f5:fe:67:9e,x018_367790,[WPA2-PSK-CCMP][ESS],28/10/2017 20:11,1,-88,32.0908967,34.87407499,57,15.17000008,WIFI
f8:e9:03:14:70:c1,itzhakm,[WPA2-PSK-CCMP][ESS],28/10/2017 20:11,9,-88,32.0908967,34.87407499,57,15.17000008,WIFI
c4:12:f5:fe:f8:d0,leana24,[WPA2-PSK-CCMP][ESS],28/10/2017 20:11,11,-90,32.0908967,34.87407499,57,15.17000008,WIFI
c4:a8:1d:15:5c:22,pukas2.4,[WPA2-PSK-CCMP][ESS],28/10/2017 20:11,1,-90,32.0908967,34.87407499,57,15.17000008,WIFI
06:ae:db:49:01:35,BezeqFree,[WPA2-PSK-CCMP][ESS],28/10/2017 20:11,6,-81,32.0908967,34.87407499,57,15.17000008,WIFI
64:70:02:57:c8:26,Yakov,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],28/10/2017 20:11,1,-81,32.0908967,34.87407499,57,15.17000008,WIFI
48:ee:0c:3e:9c:cd,Daniel,[WPA2-PSK-CCMP][ESS],28/10/2017 20:11,3,-86,32.0908967,34.87407499,57,15.17000008,WIFI
14:ae:db:49:01:35,Ilana,[WPA2-PSK-CCMP][ESS],28/10/2017 20:11,6,-83,32.0908967,34.87407499,57,15.17000008,WIFI
14:ae:db:4d:2b:35,Shilat15,[WPA2-PSK-CCMP][ESS],28/10/2017 20:11,9,-82,32.0908967,34.87407499,57,15.17000008,WIFI
fc:b4:e6:d0:07:f3,Tamir_E,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],28/10/2017 20:11,1,-86,32.0908967,34.87407499,57,15.17000008,WIFI
14:ae:db:52:89:75,elad-k,[WPA2-PSK-CCMP][ESS],28/10/2017 20:11,11,-86,32.0908967,34.87407499,57,15.17000008,WIFI
e8:fc:af:95:43:1d,jt255,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:11,1,-86,32.0908967,34.87407499,57,15.17000008,WIFI
c0:ac:54:f6:2e:e8,Orit,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],28/10/2017 20:11,11,-88,32.0908967,34.87407499,57,15.17000008,WIFI
7c:b7:33:ea:b7:97,HOTFiber-6F5B,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],28/10/2017 20:11,6,-90,32.0908967,34.87407499,57,15.17000008,WIFI
6c:2e:85:fe:b6:d1,HOTBOX-5890,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],28/10/2017 20:11,11,-94,32.0908967,34.87407499,57,15.17000008,WIFI
42501_10221_1480509,Partner,HSDPA;il,28/10/2017 20:11,0,-83,32.0908967,34.87407499,57,15.17000008,GSM
00:78:9e:fb:85:8e,Anatoliy,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],28/10/2017 20:11,1,-76,32.09097213,34.87318999,56,13.65299988,WIFI
14:ae:db:49:5e:cd,328933171,[WPA2-PSK-CCMP][ESS],28/10/2017 20:11,11,-82,32.09097213,34.87318999,56,13.65299988,WIFI
06:ae:db:49:5e:cd,BezeqFree,[WPA2-PSK-CCMP][ESS],28/10/2017 20:11,11,-86,32.09097213,34.87318999,56,13.65299988,WIFI
40:65:a3:24:ee:97,Moshe,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],28/10/2017 20:11,1,-86,32.09097213,34.87318999,56,13.65299988,WIFI
a4:2b:8c:97:11:cb,Eran,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:11,1,-86,32.09097213,34.87318999,56,13.65299988,WIFI
28:6c:07:c4:2d:ef,Xiaomi_2DEE,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],28/10/2017 20:11,6,-80,32.09097213,34.87318999,56,13.65299988,WIFI
6c:2e:85:fe:b5:7e,Bezeq-a_4B00,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],28/10/2017 20:11,11,-88,32.09097213,34.87318999,56,13.65299988,WIFI
a0:ab:1b:5e:14:22,ToTheNet,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],28/10/2017 20:11,4,-89,32.09097213,34.87318999,56,13.65299988,WIFI
30:b5:c2:b3:79:60,TP-LINK_B37960,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:11,4,-89,32.09097213,34.87318999,56,13.65299988,WIFI
00:78:9e:fa:c0:81,levi20,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],28/10/2017 20:11,1,-92,32.09097213,34.87318999,56,13.65299988,WIFI
7c:b7:33:bf:f7:72,Liraz,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],28/10/2017 20:11,7,-93,32.09097213,34.87318999,56,13.65299988,WIFI
ec:08:6b:68:02:77,Itaythepro1_2.4,[WPA2-PSK-CCMP+TKIP][WPS][ESS],28/10/2017 20:11,1,-95,32.09097213,34.87318999,56,13.65299988,WIFI
06:ae:db:b6:8d:b5,BezeqFree,[WPA2-PSK-CCMP][ESS],28/10/2017 20:11,1,-84,32.09098162,34.87301859,56,13.65299988,WIFI
06:ae:db:49:01:35,BezeqFree,[WPA2-PSK-CCMP][ESS],28/10/2017 20:11,6,-81,32.09098162,34.87301859,56,13.65299988,WIFI
64:70:02:57:c8:26,Yakov,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],28/10/2017 20:11,1,-81,32.09098162,34.87301859,56,13.65299988,WIFI
48:ee:0c:3e:9c:cd,Daniel,[WPA2-PSK-CCMP][ESS],28/10/2017 20:11,3,-86,32.09098162,34.87301859,56,13.65299988,WIFI
14:ae:db:49:01:35,Ilana,[WPA2-PSK-CCMP][ESS],28/10/2017 20:11,6,-83,32.09098162,34.87301859,56,13.65299988,WIFI
14:ae:db:4d:2b:35,Shilat15,[WPA2-PSK-CCMP][ESS],28/10/2017 20:11,9,-82,32.09098162,34.87301859,56,13.65299988,WIFI
fc:b4:e6:d0:07:f3,Tamir_E,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],28/10/2017 20:11,1,-86,32.09098162,34.87301859,56,13.65299988,WIFI
14:ae:db:52:89:75,elad-k,[WPA2-PSK-CCMP][ESS],28/10/2017 20:11,11,-86,32.09098162,34.87301859,56,13.65299988,WIFI
e8:fc:af:95:43:1d,jt255,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:11,1,-86,32.09098162,34.87301859,56,13.65299988,WIFI
c0:ac:54:f6:2e:e8,Orit,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],28/10/2017 20:11,11,-88,32.09098162,34.87301859,56,13.65299988,WIFI
7c:b7:33:ea:b7:97,HOTFiber-6F5B,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],28/10/2017 20:11,6,-90,32.09098162,34.87301859,56,13.65299988,WIFI
6c:2e:85:fe:b6:d1,HOTBOX-5890,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],28/10/2017 20:11,11,-94,32.09098162,34.87301859,56,13.65299988,WIFI
42501_10221_1480509,Partner,HSDPA;il,28/10/2017 20:11,0,-89,32.09098162,34.87301859,56,13.65299988,GSM
00:78:9e:fb:85:8e,Anatoliy,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],28/10/2017 20:11,1,-76,32.09106638,34.87198823,54,13.65299988,WIFI
06:ae:db:b6:8d:b5,BezeqFree,[WPA2-PSK-CCMP][ESS],28/10/2017 20:11,1,-84,32.09106638,34.87198823,54,13.65299988,WIFI
14:ae:db:49:5e:cd,328933171,[WPA2-PSK-CCMP][ESS],28/10/2017 20:11,11,-82,32.09106638,34.87198823,54,13.65299988,WIFI
06:ae:db:49:5e:cd,BezeqFree,[WPA2-PSK-CCMP][ESS],28/10/2017 20:11,11,-86,32.09106638,34.87198823,54,13.65299988,WIFI
40:65:a3:24:ee:97,Moshe,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],28/10/2017 20:11,1,-86,32.09106638,34.87198823,54,13.65299988,WIFI
a4:2b:8c:97:11:cb,Eran,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:11,1,-86,32.09106638,34.87198823,54,13.65299988,WIFI
06:ae:db:49:01:35,BezeqFree,[WPA2-PSK-CCMP][ESS],28/10/2017 20:11,6,-81,32.09106638,34.87198823,54,13.65299988,WIFI
64:70:02:57:c8:26,Yakov,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],28/10/2017 20:11,1,-81,32.09106638,34.87198823,54,13.65299988,WIFI
48:ee:0c:3e:9c:cd,Daniel,[WPA2-PSK-CCMP][ESS],28/10/2017 20:11,3,-86,32.09106638,34.87198823,54,13.65299988,WIFI
14:ae:db:49:01:35,Ilana,[WPA2-PSK-CCMP][ESS],28/10/2017 20:11,6,-83,32.09106638,34.87198823,54,13.65299988,WIFI
14:ae:db:4d:2b:35,Shilat15,[WPA2-PSK-CCMP][ESS],28/10/2017 20:11,9,-82,32.09106638,34.87198823,54,13.65299988,WIFI
fc:b4:e6:d0:07:f3,Tamir_E,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],28/10/2017 20:11,1,-86,32.09106638,34.87198823,54,13.65299988,WIFI
14:ae:db:52:89:75,elad-k,[WPA2-PSK-CCMP][ESS],28/10/2017 20:11,11,-86,32.09106638,34.87198823,54,13.65299988,WIFI
e8:fc:af:95:43:1d,jt255,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:11,1,-86,32.09106638,34.87198823,54,13.65299988,WIFI
c0:ac:54:f6:2e:e8,Orit,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],28/10/2017 20:11,11,-88,32.09106638,34.87198823,54,13.65299988,WIFI
7c:b7:33:ea:b7:97,HOTFiber-6F5B,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],28/10/2017 20:11,6,-90,32.09106638,34.87198823,54,13.65299988,WIFI
6c:2e:85:fe:b6:d1,HOTBOX-5890,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],28/10/2017 20:11,11,-94,32.09106638,34.87198823,54,13.65299988,WIFI
28:6c:07:c4:2d:ef,Xiaomi_2DEE,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],28/10/2017 20:11,6,-80,32.09106638,34.87198823,54,13.65299988,WIFI
6c:2e:85:fe:b5:7e,Bezeq-a_4B00,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],28/10/2017 20:11,11,-88,32.09106638,34.87198823,54,13.65299988,WIFI
a0:ab:1b:5e:14:22,ToTheNet,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],28/10/2017 20:11,4,-89,32.09106638,34.87198823,54,13.65299988,WIFI
30:b5:c2:b3:79:60,TP-LINK_B37960,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:11,4,-89,32.09106638,34.87198823,54,13.65299988,WIFI
00:78:9e:fa:c0:81,levi20,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],28/10/2017 20:11,1,-92,32.09106638,34.87198823,54,13.65299988,WIFI
7c:b7:33:bf:f7:72,Liraz,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],28/10/2017 20:11,7,-93,32.09106638,34.87198823,54,13.65299988,WIFI
ec:08:6b:68:02:77,Itaythepro1_2.4,[WPA2-PSK-CCMP+TKIP][WPS][ESS],28/10/2017 20:11,1,-95,32.09106638,34.87198823,54,13.65299988,WIFI
42501_10221_1480509,Partner,HSDPA;il,28/10/2017 20:11,0,-95,32.09106638,34.87198823,54,13.65299988,GSM
b0:48:7a:c2:71:de,tom123,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],28/10/2017 20:11,7,-81,32.09108168,34.87181885,54,13.65299988,WIFI
d2:ae:ec:57:bc:f2,"DIRECT-xy55"" Philips 6158",[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:11,1,-79,32.09108168,34.87181885,54,13.65299988,WIFI
14:ae:db:37:ab:a5,shiran,[WPA2-PSK-CCMP][ESS],28/10/2017 20:11,6,-79,32.09108168,34.87181885,54,13.65299988,WIFI
06:ae:db:37:ab:a5,BezeqFree,[WPA2-PSK-CCMP][ESS],28/10/2017 20:11,6,-81,32.09108168,34.87181885,54,13.65299988,WIFI
e0:ce:c3:86:9a:ec,elinor,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],28/10/2017 20:11,1,-87,32.09108168,34.87181885,54,13.65299988,WIFI
14:ae:db:59:9b:75,salma,[WPA2-PSK-CCMP][ESS],28/10/2017 20:11,1,-89,32.09108168,34.87181885,54,13.65299988,WIFI
06:ae:db:59:9b:75,BezeqFree,[WPA2-PSK-CCMP][ESS],28/10/2017 20:11,1,-88,32.09108168,34.87181885,54,13.65299988,WIFI
06:ae:db:59:9c:05,BezeqFree,[WPA2-PSK-CCMP][ESS],28/10/2017 20:11,11,-88,32.09108168,34.87181885,54,13.65299988,WIFI
28:80:23:f6:85:42,HP-Print-42-Deskjet 4640 series,[WPA2-PSK-CCMP][ESS],28/10/2017 20:11,6,-88,32.09108168,34.87181885,54,13.65299988,WIFI
30:46:9a:23:bb:74,Shahar,[WEP][ESS],28/10/2017 20:11,6,-86,32.09108168,34.87181885,54,13.65299988,WIFI
f4:ec:38:b0:77:d8,shay,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],28/10/2017 20:11,4,-81,32.09115523,34.87115922,54,4.550999641,WIFI
48:ee:0c:3c:2a:f3,Arcon_Sat,[WPA2-PSK-CCMP][ESS],28/10/2017 20:11,9,-87,32.09115523,34.87115922,54,4.550999641,WIFI
7c:03:4c:ba:e4:6a,stotyak,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],28/10/2017 20:11,1,-85,32.09115523,34.87115922,54,4.550999641,WIFI
00:27:19:d6:3a:06,TP-LINK_D63A06,[WPS][ESS],28/10/2017 20:11,9,-84,32.09115523,34.87115922,54,4.550999641,WIFI
42501_10221_1448398,Partner,UNKNOWN;il,28/10/2017 20:11,0,-99,32.09115523,34.87115922,54,4.550999641,GSM
00:78:9e:fa:c0:81,levi20,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],28/10/2017 20:11,1,-92,32.09118585,34.87098609,54,4.550999641,WIFI
7c:b7:33:bf:f7:72,Liraz,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],28/10/2017 20:11,7,-93,32.09118585,34.87098609,54,4.550999641,WIFI
ec:08:6b:68:02:77,Itaythepro1_2.4,[WPA2-PSK-CCMP+TKIP][WPS][ESS],28/10/2017 20:11,1,-95,32.09118585,34.87098609,54,4.550999641,WIFI
b0:48:7a:c2:71:de,tom123,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],28/10/2017 20:11,7,-85,32.09125802,34.8705555,54,4.550999641,WIFI
d2:ae:ec:57:bc:f2,"DIRECT-xy55"" Philips 6158",[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:11,1,-79,32.09125802,34.8705555,54,4.550999641,WIFI
14:ae:db:37:ab:a5,shiran,[WPA2-PSK-CCMP][ESS],28/10/2017 20:11,6,-80,32.09125802,34.8705555,54,4.550999641,WIFI
06:ae:db:37:ab:a5,BezeqFree,[WPA2-PSK-CCMP][ESS],28/10/2017 20:11,6,-78,32.09125802,34.8705555,54,4.550999641,WIFI
e0:ce:c3:86:9a:ec,elinor,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],28/10/2017 20:11,1,-87,32.09125802,34.8705555,54,4.550999641,WIFI
14:ae:db:59:9b:75,salma,[WPA2-PSK-CCMP][ESS],28/10/2017 20:11,1,-89,32.09125802,34.8705555,54,4.550999641,WIFI
06:ae:db:59:9b:75,BezeqFree,[WPA2-PSK-CCMP][ESS],28/10/2017 20:11,1,-87,32.09125802,34.8705555,54,4.550999641,WIFI
06:ae:db:59:9c:05,BezeqFree,[WPA2-PSK-CCMP][ESS],28/10/2017 20:11,11,-88,32.09125802,34.8705555,54,4.550999641,WIFI
28:80:23:f6:85:42,HP-Print-42-Deskjet 4640 series,[WPA2-PSK-CCMP][ESS],28/10/2017 20:11,6,-88,32.09125802,34.8705555,54,4.550999641,WIFI
30:46:9a:23:bb:74,Shahar,[WEP][ESS],28/10/2017 20:11,6,-86,32.09125802,34.8705555,54,4.550999641,WIFI
42501_10221_2147483647,Partner,HSPA;il,28/10/2017 20:11,0,-97,32.09125802,34.8705555,54,4.550999641,GSM
00:78:9e:fa:c0:81,levi20,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],28/10/2017 20:12,1,-92,32.09129876,34.86988774,56,4.550999641,WIFI
7c:b7:33:bf:f7:72,Liraz,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],28/10/2017 20:12,7,-93,32.09129876,34.86988774,56,4.550999641,WIFI
ec:08:6b:68:02:77,Itaythepro1_2.4,[WPA2-PSK-CCMP+TKIP][WPS][ESS],28/10/2017 20:12,1,-95,32.09129876,34.86988774,56,4.550999641,WIFI
f4:ec:38:b0:77:d8,shay,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],28/10/2017 20:12,4,-81,32.09129876,34.86988774,56,4.550999641,WIFI
48:ee:0c:3c:2a:f3,Arcon_Sat,[WPA2-PSK-CCMP][ESS],28/10/2017 20:12,9,-87,32.09129876,34.86988774,56,4.550999641,WIFI
7c:03:4c:ba:e4:6a,stotyak,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],28/10/2017 20:12,1,-85,32.09129876,34.86988774,56,4.550999641,WIFI
00:27:19:d6:3a:06,TP-LINK_D63A06,[WPS][ESS],28/10/2017 20:12,9,-84,32.09129876,34.86988774,56,4.550999641,WIFI
c4:04:15:49:68:30,Constantine,[WPA2-PSK-CCMP][ESS],28/10/2017 20:12,1,-75,32.09129876,34.86988774,56,4.550999641,WIFI
14:ae:db:c2:2f:a5,jacobr,[WPA2-PSK-CCMP][ESS],28/10/2017 20:12,11,-80,32.09129876,34.86988774,56,4.550999641,WIFI
42501_10221_2147483647,Partner,HSPA;il,28/10/2017 20:12,0,-87,32.09130094,34.86974324,56,4.550999641,GSM
b0:48:7a:c2:71:de,tom123,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],28/10/2017 20:12,7,-85,32.09132612,34.86949182,56,4.550999641,WIFI
d2:ae:ec:57:bc:f2,"DIRECT-xy55"" Philips 6158",[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:12,1,-79,32.09132612,34.86949182,56,4.550999641,WIFI
14:ae:db:37:ab:a5,shiran,[WPA2-PSK-CCMP][ESS],28/10/2017 20:12,6,-80,32.09132612,34.86949182,56,4.550999641,WIFI
06:ae:db:37:ab:a5,BezeqFree,[WPA2-PSK-CCMP][ESS],28/10/2017 20:12,6,-78,32.09132612,34.86949182,56,4.550999641,WIFI
e0:ce:c3:86:9a:ec,elinor,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],28/10/2017 20:12,1,-87,32.09132612,34.86949182,56,4.550999641,WIFI
